,age,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_work,label,occupation_blueCollar,occupation_other,occupation_professional,occupation_sales,occupation_whiteCollar
31260,49,13,1,1,0,0,0,40,<=50K,0,0,0,1,0
31261,24,10,0,1,1,0,0,50,<=50K,1,0,0,0,0
31262,22,9,0,1,1,0,0,20,<=50K,0,0,0,1,0
31263,30,13,0,1,1,0,0,40,<=50K,0,0,0,1,0
31264,28,10,0,1,1,0,0,40,<=50K,0,1,0,0,0
31265,20,11,0,1,1,0,0,40,<=50K,0,1,0,0,0
31266,45,15,1,1,1,15024,0,43,>50K,0,0,1,0,0
31267,39,9,1,1,0,4687,0,50,>50K,0,0,0,1,0
31268,43,15,0,1,1,0,0,66,<=50K,0,0,1,0,0
31269,18,9,0,1,0,0,0,20,<=50K,0,0,0,1,0
31270,53,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31271,74,10,1,1,1,0,0,20,>50K,0,0,0,1,0
31272,39,13,1,0,1,0,0,48,>50K,0,0,1,0,0
31274,49,9,1,1,1,0,0,42,>50K,1,0,0,0,0
31275,21,6,1,1,1,0,0,35,<=50K,1,0,0,0,0
31277,39,9,0,1,1,0,1564,50,>50K,1,0,0,0,0
31278,49,11,1,1,1,0,0,25,<=50K,0,0,0,1,0
31280,47,13,1,1,1,7298,0,44,>50K,0,0,0,0,1
31281,46,9,1,1,1,0,0,40,<=50K,0,0,0,0,1
31282,29,11,1,0,1,7298,0,32,>50K,1,0,0,0,0
31283,61,9,1,1,0,0,0,16,<=50K,0,0,1,0,0
31284,48,10,1,1,0,0,0,38,<=50K,0,0,0,0,1
31285,44,5,1,1,1,0,0,40,<=50K,1,0,0,0,0
31286,37,13,1,1,1,0,0,60,<=50K,1,0,0,0,0
31287,45,10,1,1,1,0,1740,50,<=50K,0,0,0,1,0
31288,51,13,1,1,1,0,0,45,>50K,0,0,1,0,0
31289,33,13,0,1,0,0,0,50,<=50K,0,0,0,0,1
31290,55,13,1,1,0,0,0,8,<=50K,0,0,1,0,0
31291,25,10,1,1,0,0,0,60,<=50K,0,1,0,0,0
31292,26,9,1,0,1,0,0,40,<=50K,1,0,0,0,0
31293,54,9,1,1,1,0,0,40,>50K,0,0,0,0,1
31294,38,9,0,1,0,0,0,33,<=50K,0,0,0,1,0
31295,39,14,1,1,0,0,1977,20,>50K,0,0,1,0,0
31296,20,10,0,1,1,0,0,40,<=50K,0,0,1,0,0
31297,30,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
31298,29,9,1,0,1,0,0,45,<=50K,0,1,0,0,0
31299,42,9,1,1,0,0,0,40,<=50K,1,0,0,0,0
31300,24,12,0,1,1,0,0,40,<=50K,0,1,0,0,0
31301,36,9,1,1,1,0,0,50,>50K,1,0,0,0,0
31302,60,14,1,0,1,0,0,50,>50K,0,1,0,0,0
31303,42,9,1,1,1,0,0,44,<=50K,1,0,0,0,0
31304,42,6,1,1,1,0,0,45,<=50K,1,0,0,0,0
31305,46,9,1,1,0,0,0,40,<=50K,1,0,0,0,0
31306,52,14,1,1,0,4787,0,44,>50K,0,0,0,0,1
31308,43,10,1,0,0,0,0,35,<=50K,0,1,0,0,0
31309,43,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
31310,27,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
31311,52,14,1,1,1,7298,0,60,>50K,0,0,0,0,1
31312,31,10,1,1,1,0,0,50,<=50K,1,0,0,0,0
31314,44,5,0,0,0,0,0,40,<=50K,0,1,0,0,0
31315,27,10,1,1,0,0,0,40,<=50K,0,0,1,0,0
31316,50,10,1,1,1,0,0,40,<=50K,0,0,0,0,1
31317,23,10,0,1,0,0,0,40,<=50K,0,1,0,0,0
31318,22,10,0,0,0,0,0,30,<=50K,0,1,0,0,0
31319,36,10,0,1,0,0,0,40,<=50K,0,0,0,0,1
31320,24,13,0,1,0,3674,0,40,<=50K,0,1,0,0,0
31321,59,10,1,1,1,0,0,40,>50K,0,0,0,1,0
31322,39,11,1,1,1,0,0,50,>50K,1,0,0,0,0
31323,23,13,0,1,1,0,0,40,<=50K,0,0,0,0,1
31324,37,13,0,1,0,0,1340,42,<=50K,0,0,1,0,0
31325,25,12,0,0,0,0,0,38,<=50K,0,1,0,0,0
31326,40,9,1,1,0,0,1628,45,<=50K,1,0,0,0,0
31327,38,13,1,0,1,7688,0,60,>50K,0,0,1,0,0
31328,31,9,1,1,1,0,0,35,<=50K,0,1,0,0,0
31329,28,16,1,1,0,0,0,40,<=50K,0,0,1,0,0
31330,24,9,0,0,1,0,0,25,<=50K,0,0,0,1,0
31331,46,12,1,1,1,0,1887,50,>50K,0,1,0,0,0
31332,29,9,1,0,0,0,0,40,<=50K,1,0,0,0,0
31333,38,15,1,1,1,0,0,50,>50K,0,0,1,0,0
31334,53,10,1,0,0,0,0,40,<=50K,0,0,0,0,1
31335,33,9,1,1,0,0,1902,40,>50K,0,1,0,0,0
31337,44,9,1,1,1,0,0,48,<=50K,1,0,0,0,0
31338,46,13,1,1,1,0,0,45,>50K,0,0,1,0,0
31339,30,13,0,1,1,0,0,40,<=50K,0,0,0,1,0
31340,24,10,1,1,1,0,0,40,<=50K,0,0,0,1,0
31341,29,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
31342,62,10,1,1,1,0,0,70,<=50K,0,0,0,0,1
31343,25,9,1,1,1,0,0,45,<=50K,0,0,0,0,1
31344,45,10,0,1,1,0,0,40,<=50K,0,1,0,0,0
31345,21,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
31346,64,10,1,1,1,0,0,40,>50K,1,0,0,0,0
31347,39,13,1,1,1,0,0,40,<=50K,0,1,0,0,0
31348,60,9,1,1,1,0,0,40,<=50K,0,0,0,1,0
31349,35,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
31350,27,13,0,1,1,0,0,40,<=50K,0,1,0,0,0
31351,41,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31352,32,14,1,1,1,0,0,50,<=50K,0,0,1,0,0
31353,24,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31354,32,13,1,1,1,0,0,40,>50K,1,0,0,0,0
31355,42,10,1,1,1,0,0,45,>50K,0,0,0,0,1
31356,58,14,1,1,0,0,0,27,<=50K,0,0,0,1,0
31357,23,14,1,0,1,0,1887,50,>50K,0,0,1,0,0
31358,31,9,1,0,1,0,0,40,<=50K,1,0,0,0,0
31361,37,13,1,1,0,0,0,16,>50K,0,0,1,0,0
31362,19,9,0,1,1,0,0,38,<=50K,0,0,0,1,0
31363,27,13,0,1,0,0,0,20,<=50K,0,0,1,0,0
31364,61,5,1,1,1,0,0,58,>50K,0,0,0,1,0
31365,39,13,1,1,1,0,0,45,>50K,0,0,1,0,0
31366,25,13,0,0,1,0,0,40,<=50K,1,0,0,0,0
31367,58,10,1,1,1,0,0,40,>50K,0,0,0,1,0
31368,27,10,1,0,1,0,0,50,>50K,1,0,0,0,0
31369,51,3,1,0,1,0,0,52,<=50K,1,0,0,0,0
31370,43,14,1,1,1,15024,0,40,>50K,0,0,1,0,0
31371,46,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
31373,50,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31374,20,9,0,1,1,0,0,15,<=50K,1,0,0,0,0
31375,35,13,1,1,0,0,0,32,>50K,0,0,1,0,0
31376,57,2,1,1,1,0,0,40,<=50K,1,0,0,0,0
31377,40,15,1,0,0,0,0,40,<=50K,0,1,0,0,0
31378,42,6,0,1,1,0,0,35,<=50K,1,0,0,0,0
31379,67,6,1,1,1,0,0,40,<=50K,1,0,0,0,0
31380,47,13,1,1,1,7688,0,44,>50K,1,0,0,0,0
31381,30,9,0,1,1,0,0,50,<=50K,1,0,0,0,0
31382,26,7,0,1,0,0,0,15,<=50K,1,0,0,0,0
31383,51,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31384,38,10,1,0,0,0,0,45,<=50K,0,1,0,0,0
31385,24,9,1,1,1,0,0,35,<=50K,1,0,0,0,0
31386,48,9,1,1,0,0,0,50,<=50K,0,0,0,1,0
31388,70,13,1,1,1,6418,0,40,>50K,1,0,0,0,0
31389,35,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31391,26,10,1,1,1,0,0,45,>50K,1,0,0,0,0
31392,64,9,0,1,1,0,0,3,<=50K,0,0,0,0,1
31393,26,9,0,1,0,0,0,35,<=50K,0,1,0,0,0
31394,39,9,1,1,1,0,0,30,<=50K,1,0,0,0,0
31395,55,10,0,1,0,0,0,36,<=50K,0,1,0,0,0
31397,33,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31398,31,13,1,1,1,0,0,55,>50K,0,0,0,0,1
31399,28,9,0,1,1,0,0,20,<=50K,0,1,0,0,0
31400,50,14,1,1,1,0,0,30,<=50K,1,0,0,0,0
31401,26,13,1,1,0,0,0,55,>50K,0,0,1,0,0
31402,44,12,1,0,0,0,1741,40,<=50K,0,1,0,0,0
31403,51,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31404,34,9,1,1,1,0,0,50,<=50K,0,1,0,0,0
31405,37,13,1,1,1,7688,0,39,>50K,0,0,1,0,0
31406,29,15,1,1,1,0,0,50,>50K,0,0,1,0,0
31407,24,13,0,0,1,0,0,40,<=50K,0,0,1,0,0
31408,27,11,1,1,0,0,0,40,<=50K,0,1,0,0,0
31409,44,10,1,1,1,0,0,45,<=50K,1,0,0,0,0
31410,24,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
31411,54,9,1,1,1,0,0,55,>50K,0,0,0,0,1
31412,47,10,1,1,0,0,0,50,>50K,0,1,0,0,0
31413,30,9,0,1,1,0,0,30,<=50K,0,1,0,0,0
31414,35,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
31415,39,10,1,0,1,0,0,40,<=50K,0,1,0,0,0
31416,42,12,1,0,0,0,0,40,<=50K,0,1,0,0,0
31417,70,13,1,1,1,0,2377,50,>50K,0,0,0,0,1
31418,41,15,1,0,1,0,0,40,<=50K,0,1,0,0,0
31419,36,9,0,1,0,0,0,38,<=50K,0,0,0,0,1
31420,44,14,1,1,1,0,0,42,>50K,0,0,1,0,0
31422,20,10,0,1,0,0,0,17,<=50K,1,0,0,0,0
31423,29,6,0,1,1,0,0,40,<=50K,0,0,1,0,0
31424,27,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
31425,30,14,1,0,1,0,0,40,>50K,0,0,1,0,0
31426,59,10,1,1,1,0,1579,60,<=50K,1,0,0,0,0
31427,31,13,0,1,0,0,0,25,<=50K,0,1,0,0,0
31428,21,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
31429,26,10,0,0,1,0,0,37,<=50K,1,0,0,0,0
31430,57,9,1,1,1,0,0,45,>50K,0,0,0,1,0
31431,59,10,1,1,1,0,0,20,>50K,1,0,0,0,0
31433,25,10,0,1,1,0,0,55,<=50K,1,0,0,0,0
31434,39,14,1,1,1,7688,0,45,>50K,0,0,1,0,0
31435,53,14,1,1,1,3103,0,40,>50K,0,0,1,0,0
31436,32,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
31437,38,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
31438,21,11,0,0,0,0,0,35,<=50K,0,1,0,0,0
31439,17,7,0,1,1,0,0,30,<=50K,1,0,0,0,0
31440,44,7,0,0,0,0,0,40,<=50K,1,0,0,0,0
31441,23,10,0,1,1,0,0,20,<=50K,1,0,0,0,0
31442,57,10,1,1,0,9386,0,40,>50K,1,0,0,0,0
31443,30,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
31444,51,9,1,1,1,0,0,55,<=50K,1,0,0,0,0
31445,54,9,1,1,1,0,0,35,<=50K,1,0,0,0,0
31446,44,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
31447,60,10,1,1,1,0,0,16,>50K,0,1,0,0,0
31448,28,13,1,1,1,7298,0,42,>50K,0,0,0,1,0
31449,39,9,1,1,1,0,0,50,>50K,1,0,0,0,0
31450,55,14,1,1,1,0,0,40,>50K,0,0,1,0,0
31451,36,14,1,1,0,0,0,50,>50K,0,0,1,0,0
31452,55,14,1,1,0,3103,0,45,>50K,0,0,1,0,0
31453,33,9,1,1,1,0,0,55,>50K,1,0,0,0,0
31454,30,9,1,1,0,7298,0,40,>50K,0,1,0,0,0
31455,40,13,1,1,1,0,0,20,<=50K,0,0,1,0,0
31456,30,14,1,1,1,0,0,50,>50K,0,0,0,0,1
31457,40,10,1,1,1,0,0,30,>50K,0,1,0,0,0
31458,24,9,0,1,0,0,0,50,<=50K,1,0,0,0,0
31459,18,7,0,1,1,0,0,20,<=50K,0,0,0,1,0
31460,18,9,0,1,0,0,0,25,<=50K,1,0,0,0,0
31461,49,9,1,1,1,0,0,45,>50K,1,0,0,0,0
31462,42,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
31463,28,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31464,32,12,1,1,1,0,0,40,<=50K,1,0,0,0,0
31465,48,10,1,1,0,0,0,50,<=50K,0,0,0,1,0
31466,24,4,0,1,0,0,0,32,<=50K,0,1,0,0,0
31467,73,9,1,1,0,0,0,25,<=50K,0,0,0,1,0
31469,23,10,1,1,1,0,0,60,>50K,1,0,0,0,0
31470,19,10,0,1,0,0,0,40,<=50K,0,1,0,0,0
31471,27,9,1,1,1,0,0,35,<=50K,0,0,0,1,0
31472,27,8,0,1,1,0,0,40,<=50K,0,1,0,0,0
31473,41,15,1,1,1,0,0,50,>50K,0,0,1,0,0
31474,31,9,1,1,1,0,0,20,<=50K,1,0,0,0,0
31475,64,9,1,1,1,0,0,40,>50K,1,0,0,0,0
31476,45,8,0,1,1,0,0,10,<=50K,0,1,0,0,0
31477,47,9,1,1,0,0,0,35,<=50K,0,1,0,0,0
31478,22,9,0,1,1,0,0,35,<=50K,1,0,0,0,0
31479,24,13,0,0,0,0,0,40,<=50K,1,0,0,0,0
31480,69,9,1,1,1,0,0,20,<=50K,0,1,0,0,0
31481,40,11,1,1,1,0,0,40,>50K,0,0,0,0,1
31482,45,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31483,47,12,0,1,1,10520,0,45,>50K,1,0,0,0,0
31484,31,9,0,1,0,0,0,40,<=50K,1,0,0,0,0
31485,48,12,1,1,0,0,0,42,<=50K,0,0,0,0,1
31486,41,13,1,0,0,0,0,35,>50K,0,0,1,0,0
31487,34,13,0,1,1,0,0,40,<=50K,0,1,0,0,0
31488,48,10,1,1,1,0,0,40,<=50K,0,0,1,0,0
31489,28,11,1,1,0,7688,0,36,>50K,0,0,1,0,0
31490,20,12,0,1,0,0,0,40,<=50K,0,0,0,0,1
31491,39,13,1,0,1,0,0,40,>50K,0,1,0,0,0
31492,40,10,1,0,0,0,0,40,<=50K,0,0,0,0,1
31493,28,6,0,1,1,0,0,45,<=50K,1,0,0,0,0
31494,20,10,0,1,0,0,0,25,<=50K,0,0,0,1,0
31495,41,13,1,0,1,0,0,40,<=50K,0,0,1,0,0
31496,49,10,1,1,1,0,0,50,>50K,0,0,0,1,0
31497,24,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31498,35,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
31499,22,10,0,1,1,0,0,40,<=50K,0,0,0,1,0
31500,23,13,0,1,0,0,0,30,<=50K,0,1,0,0,0
31501,23,9,1,1,0,0,0,40,<=50K,0,0,0,0,1
31502,42,11,1,1,1,4386,0,80,>50K,1,0,0,0,0
31503,34,10,1,1,1,0,0,64,>50K,0,0,1,0,0
31504,32,11,0,0,1,4650,0,40,<=50K,0,1,0,0,0
31505,54,9,1,1,1,0,0,54,>50K,0,1,0,0,0
31506,48,13,1,0,0,0,0,40,<=50K,0,1,0,0,0
31507,38,13,1,1,1,0,0,40,>50K,0,0,1,0,0
31508,48,13,1,1,0,0,0,40,<=50K,0,1,0,0,0
31509,22,3,1,1,1,0,0,40,<=50K,0,1,0,0,0
31510,42,13,1,1,1,0,0,50,>50K,0,1,0,0,0
31511,31,16,1,0,1,0,0,40,<=50K,0,0,1,0,0
31512,27,9,0,1,0,0,0,50,>50K,0,1,0,0,0
31513,57,14,1,1,1,10520,0,32,>50K,0,0,1,0,0
31514,46,11,1,1,0,3325,0,42,<=50K,0,1,0,0,0
31515,44,11,1,1,1,0,0,40,>50K,1,0,0,0,0
31516,42,10,1,1,1,0,0,40,>50K,0,1,0,0,0
31517,24,13,0,1,1,0,0,40,<=50K,0,0,0,0,1
31518,38,2,1,1,1,0,0,40,<=50K,1,0,0,0,0
31519,29,13,1,1,1,0,0,52,>50K,0,0,0,0,1
31520,38,9,1,1,1,0,0,55,<=50K,1,0,0,0,0
31521,33,10,1,1,0,0,0,40,<=50K,0,0,0,0,1
31522,61,9,1,1,0,0,0,4,<=50K,0,1,0,0,0
31523,49,11,1,1,1,0,0,40,>50K,1,0,0,0,0
31524,51,12,1,1,1,0,0,40,>50K,0,0,0,0,1
31525,42,9,1,0,0,0,0,35,<=50K,0,1,0,0,0
31526,21,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
31528,54,10,1,1,1,0,0,50,<=50K,1,0,0,0,0
31529,23,10,0,1,0,0,0,30,<=50K,0,1,0,0,0
31530,52,6,1,1,1,0,0,40,<=50K,1,0,0,0,0
31531,28,14,1,1,0,7298,0,40,>50K,0,0,1,0,0
31532,23,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
31533,43,9,1,1,1,0,0,80,>50K,0,0,0,1,0
31534,45,10,1,1,1,0,0,50,>50K,1,0,0,0,0
31535,51,4,1,1,1,0,0,42,<=50K,0,0,0,0,1
31537,23,10,0,0,0,0,0,40,<=50K,0,0,0,1,0
31538,73,13,1,1,1,0,0,30,<=50K,1,0,0,0,0
31539,47,7,1,1,0,0,0,55,<=50K,0,0,0,0,1
31541,26,11,0,0,0,0,0,40,<=50K,0,0,0,0,1
31542,40,9,1,1,1,0,0,40,>50K,1,0,0,0,0
31543,32,13,1,1,1,0,0,47,<=50K,0,0,0,1,0
31544,39,6,1,0,0,0,0,40,<=50K,0,1,0,0,0
31545,33,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
31546,35,9,1,1,1,0,0,35,<=50K,1,0,0,0,0
31547,42,9,1,1,1,0,0,40,<=50K,0,0,0,0,1
31548,46,10,1,1,1,0,0,44,<=50K,1,0,0,0,0
31549,33,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
31550,47,3,0,1,1,0,0,20,<=50K,1,0,0,0,0
31551,33,13,1,1,1,0,0,40,<=50K,0,0,0,0,1
31552,26,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
31553,42,10,1,0,0,0,0,40,<=50K,0,1,0,0,0
31554,28,13,1,1,1,0,0,50,<=50K,0,0,1,0,0
31556,18,8,0,1,0,0,0,20,<=50K,0,0,0,1,0
31557,33,10,1,1,1,0,0,45,<=50K,0,0,0,0,1
31558,36,13,1,1,0,0,0,44,<=50K,0,0,1,0,0
31559,33,9,1,1,1,7688,0,48,>50K,0,1,0,0,0
31560,40,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
31561,57,16,1,1,1,0,1902,40,>50K,0,0,0,1,0
31562,40,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
31563,36,9,1,1,1,0,0,50,<=50K,0,1,0,0,0
31564,45,13,0,0,0,0,0,40,>50K,0,1,0,0,0
31565,52,13,1,1,1,0,0,50,<=50K,0,0,0,0,1
31566,24,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31567,30,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
31569,46,16,0,1,0,0,0,45,<=50K,0,0,1,0,0
31570,36,9,1,0,0,0,0,40,<=50K,0,0,0,1,0
31571,48,9,0,1,0,0,0,50,<=50K,0,0,0,0,1
31572,36,11,1,1,0,0,0,40,<=50K,0,1,0,0,0
31573,48,9,1,1,1,0,0,40,>50K,1,0,0,0,0
31574,21,10,0,1,0,0,1719,9,<=50K,0,1,0,0,0
31575,18,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
31576,38,13,1,1,0,0,0,50,>50K,0,0,1,0,0
31578,36,13,1,1,1,7298,0,55,>50K,0,1,0,0,0
31579,38,9,0,1,0,0,0,40,<=50K,1,0,0,0,0
31580,55,15,1,1,1,0,0,55,>50K,0,0,1,0,0
31581,27,9,1,1,1,0,0,45,>50K,1,0,0,0,0
31582,22,12,0,1,1,0,0,40,<=50K,0,1,0,0,0
31583,29,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
31584,40,10,0,1,0,0,0,40,<=50K,0,0,0,0,1
31585,21,10,0,1,0,0,0,20,<=50K,0,0,0,1,0
31586,49,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
31587,29,13,1,1,0,0,0,50,>50K,0,0,1,0,0
31588,28,13,0,1,1,0,0,50,>50K,0,0,0,0,1
31589,26,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
31590,33,9,0,1,0,0,0,41,<=50K,0,1,0,0,0
31592,59,14,1,1,1,0,0,40,<=50K,0,1,0,0,0
31593,37,11,1,1,1,0,0,40,<=50K,0,1,0,0,0
31595,27,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
31596,39,14,1,0,1,0,0,40,>50K,0,0,1,0,0
31597,49,14,0,1,0,0,0,80,<=50K,0,0,1,0,0
31598,30,9,1,0,0,0,0,40,<=50K,0,0,0,1,0
31599,28,5,1,0,0,0,0,40,<=50K,0,1,0,0,0
31600,25,13,0,1,1,0,0,40,<=50K,0,1,0,0,0
31601,18,6,0,1,1,0,0,40,<=50K,1,0,0,0,0
31602,25,12,0,1,1,0,0,26,<=50K,1,0,0,0,0
31603,36,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
31604,52,9,1,1,1,0,0,40,>50K,1,0,0,0,0
31606,25,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31607,26,13,0,1,1,0,0,40,<=50K,0,0,1,0,0
31608,50,13,1,1,0,0,2415,20,>50K,0,0,0,0,1
31609,48,12,1,1,1,0,0,40,>50K,0,0,0,0,1
31610,39,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31611,30,13,1,1,1,0,0,40,<=50K,0,0,1,0,0
31612,26,9,1,1,1,0,0,60,<=50K,1,0,0,0,0
31613,36,10,1,1,1,0,1887,40,>50K,1,0,0,0,0
31614,49,16,1,1,1,0,0,60,<=50K,0,0,0,1,0
31615,34,13,1,1,1,0,0,60,<=50K,0,0,1,0,0
31616,28,9,0,0,1,0,0,48,<=50K,0,1,0,0,0
31617,28,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
31618,42,10,1,1,1,7688,0,40,>50K,1,0,0,0,0
31619,26,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31620,54,9,1,0,1,0,0,40,>50K,1,0,0,0,0
31622,61,9,1,1,1,0,0,53,<=50K,0,0,0,1,0
31623,45,15,0,1,1,0,0,30,>50K,0,0,1,0,0
31624,29,13,0,1,0,0,0,35,<=50K,0,1,0,0,0
31625,74,9,1,1,0,0,0,16,<=50K,1,0,0,0,0
31626,61,9,1,1,0,0,0,40,<=50K,0,0,1,0,0
31627,27,10,0,1,1,0,0,22,<=50K,0,0,0,1,0
31628,53,13,1,1,1,0,0,40,>50K,0,0,1,0,0
31629,57,9,1,0,1,0,0,40,<=50K,1,0,0,0,0
31630,41,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
31631,45,13,1,1,1,0,0,50,<=50K,0,0,1,0,0
31632,43,9,1,1,1,0,0,40,<=50K,0,0,0,1,0
31634,29,9,1,0,1,0,0,25,<=50K,0,1,0,0,0
31636,41,13,1,1,0,0,0,40,<=50K,0,0,0,0,1
31638,50,9,1,1,0,0,0,40,<=50K,1,0,0,0,0
31639,52,9,1,1,1,0,0,60,>50K,0,0,0,1,0
31640,18,9,0,1,1,0,0,60,<=50K,1,0,0,0,0
31642,57,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31643,63,10,1,1,1,0,1740,40,<=50K,0,1,0,0,0
31644,29,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
31645,32,13,1,1,1,7688,0,40,>50K,0,0,1,0,0
31646,34,9,1,1,1,0,0,40,>50K,1,0,0,0,0
31647,43,9,1,1,0,0,0,58,<=50K,0,1,0,0,0
31648,39,10,1,1,1,0,0,40,>50K,1,0,0,0,0
31649,28,9,0,1,1,0,0,45,<=50K,1,0,0,0,0
31650,32,13,0,1,0,0,0,40,<=50K,0,1,0,0,0
31651,28,15,0,1,1,0,0,90,<=50K,0,0,1,0,0
31652,40,10,1,1,1,4386,0,50,>50K,1,0,0,0,0
31653,25,13,0,1,1,0,0,60,>50K,0,1,0,0,0
31654,54,14,1,1,1,0,0,50,>50K,0,0,1,0,0
31655,48,13,1,1,1,0,0,70,>50K,1,0,0,0,0
31656,51,10,1,1,0,0,0,36,<=50K,0,0,0,0,1
31657,67,4,1,1,1,0,0,35,<=50K,1,0,0,0,0
31658,17,6,0,1,0,0,0,24,<=50K,0,0,0,1,0
31659,24,10,0,1,1,0,0,40,<=50K,0,1,0,0,0
31660,25,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31662,54,10,1,1,0,0,0,47,<=50K,0,1,0,0,0
31663,32,9,1,1,0,0,0,40,<=50K,0,0,1,0,0
31665,41,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
31666,53,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
31667,45,11,1,1,0,0,0,32,<=50K,0,0,1,0,0
31669,51,9,1,1,1,0,0,40,>50K,1,0,0,0,0
31670,41,14,1,1,1,7298,0,60,>50K,0,0,1,0,0
31671,40,11,1,1,0,0,0,65,>50K,0,0,1,0,0
31672,27,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
31673,41,13,1,0,1,3103,0,35,>50K,0,1,0,0,0
31674,51,13,1,1,1,0,0,60,>50K,0,0,0,0,1
31675,36,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
31676,34,9,0,1,1,0,0,55,<=50K,1,0,0,0,0
31677,43,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
31678,61,9,1,0,0,0,0,20,<=50K,0,1,0,0,0
31679,31,6,1,1,1,0,0,40,<=50K,1,0,0,0,0
31680,34,9,1,1,1,0,0,65,>50K,0,0,0,1,0
31681,43,9,1,1,1,0,1902,99,>50K,1,0,0,0,0
31682,52,8,1,1,1,0,0,40,<=50K,1,0,0,0,0
31683,18,7,0,1,0,0,0,20,<=50K,0,1,0,0,0
31684,37,10,1,1,1,0,0,40,>50K,0,0,1,0,0
31685,60,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
31686,47,10,1,1,0,0,0,25,<=50K,1,0,0,0,0
31687,21,10,0,1,1,0,0,30,<=50K,0,1,0,0,0
31688,34,13,1,1,1,7688,0,55,>50K,0,0,0,0,1
31689,28,9,1,1,0,0,1741,52,<=50K,0,1,0,0,0
31690,40,11,1,1,1,0,0,40,>50K,0,1,0,0,0
31691,26,12,0,1,1,0,0,40,<=50K,0,1,0,0,0
31692,48,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
31693,46,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
31694,58,10,1,1,1,0,0,48,<=50K,0,0,0,1,0
31695,32,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
31697,38,10,1,0,1,0,0,40,>50K,1,0,0,0,0
31699,43,10,1,1,1,0,0,99,<=50K,1,0,0,0,0
31700,17,7,0,1,0,0,0,12,<=50K,0,1,0,0,0
31702,36,9,1,1,1,5013,0,40,<=50K,1,0,0,0,0
31703,30,9,1,1,1,3103,0,70,>50K,1,0,0,0,0
31704,45,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
31705,51,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
